"SKU","Brand","Model","Series","Status"
"HP-151A","HP","Pro 4003dn","151A","parsed"
"KYO-TK1140","Kyocera","ECOSYS FS1035","TK 1140","parsed"
"KYO-TK1140","Kyocera","1135","TK 1140","parsed"
"KYO-TK1140","Kyocera","M2035","TK 1140","parsed"
"KYO-TK1140","Kyocera","M2535","TK 1140","parsed"
"KYO-TK6305","Kyocera","Ecosys 3500","TK 6305","parsed"
"PAN-TL5120","Pantum","BP5100","TL5120","parsed"
"RIC-1270D","Ricoh","MP 201","1270D","parsed"
"RIC-1270D","Ricoh","MP 161","1270D","parsed"
"RIC-1270D","Ricoh","MP 171","1270D","parsed"
"KYO-TK7125","Kyocera","Taskalfa 3212","TK 7125","parsed"
"HP-CF287A","HP","Laserjet Pro M501","CF287A","parsed"
"HP-CF287A","HP","Enterprise M527","CF287A","parsed"
"HP-CF237A","HP","Enterprise M607","CF237A","parsed"
"HP-CF237A","HP","M608","CF237A","parsed"
"HP-CE390A","HP","Enterprise M4555f","CE390A","parsed"
"HP-CE390A","HP","Enterprise 600 Series","CE390A","parsed"
"HP-Q5949X","HP","1320","Q5949X","parsed"
"CAN-049","Canon","MF112","049","parsed"
"CAN-049","Canon","MF113","049","parsed"
"CAN-049","Canon","LBP113w","049","parsed"
"CAN-047","Canon","MF112","047","parsed"
"CAN-047","Canon","MF113","047","parsed"
"CAN-047","Canon","LBP113w","047","parsed"
"HP-CE314ADRUM","HP","Pro 100 M175","CE314A Drum","parsed"
"HP-CE314ADRUM","HP","M275","CE314A Drum","parsed"
"HP-CE314ADRUM","HP","CP1025","CE314A Drum","parsed"
"HP-CF232ADRUMUNIT","HP","M203","CF232A Drum Unit","parsed"
"HP-CF232ADRUMUNIT","HP","M227","CF232A Drum Unit","parsed"
"HP-207AYELLOWW2212","HP","M255DW","207A Yellow W2212","parsed"
"HP-207AYELLOWW2212","HP","M282NW","207A Yellow W2212","parsed"
"HP-207AYELLOWW2212","HP","M283FDN","207A Yellow W2212","parsed"
"HP-207AMAGENTAW2213","HP","M255DW","207A Magenta W2213","parsed"
"HP-207AMAGENTAW2213","HP","M282NW","207A Magenta W2213","parsed"
"HP-207AMAGENTAW2213","HP","M283FDN","207A Magenta W2213","parsed"
"HP-207ACYANW2211","HP","M255DW","207A Cyan W2211","parsed"
"HP-207ACYANW2211","HP","M282NW","207A Cyan W2211","parsed"
"HP-207ACYANW2211","HP","M283FDN","207A Cyan W2211","parsed"
"HP-Q5949A","HP","1160","Q5949A","parsed"
"HP-Q5949A","HP","1320","Q5949A","parsed"
"HP-Q5949A","HP","P2014","Q5949A","parsed"
"HP-Q5949A","HP","P2015","Q5949A","parsed"
"HP-Q5949A","HP","M2727","Q5949A","parsed"
"PAN-PC252H","Pantum","P2512","PC252H","parsed"
"PAN-DL425X","Pantum","M7105","DL425X","parsed"
"PAN-DL425X","Pantum","P3305","DL425X","parsed"
"PAN-DL410","Pantum","P3010","DL410","parsed"
"PAN-DL410","Pantum","P3300","DL410","parsed"
"PAN-DL410","Pantum","M6700","DL410","parsed"
"PAN-DL410","Pantum","M7100","DL410","parsed"
"PAN-TL425X","Pantum","M7105","TL425X","parsed"
"PAN-TL425X","Pantum","P3305","TL425X","parsed"
"CAN-071","Canon","LBP122","071","parsed"
"CAN-071","Canon","MF272","071","parsed"
"CAN-071","Canon","MF275","071","parsed"
"KYO-TK3060","Kyocera","Ecosys M3145","TK 3060","parsed"
"KYO-TK3060","Kyocera","3645","TK 3060","parsed"
"KYO-TK6115","Kyocera","Ecosys M4125","TK 6115","parsed"
"KYO-TK6115","Kyocera","M4132","TK 6115","parsed"
"HP-207ABLACKW2210","HP","M255DW","207A Black W2210","parsed"
"HP-207ABLACKW2210","HP","M282NW","207A Black W2210","parsed"
"HP-207ABLACKW2210","HP","M283FDN","207A Black W2210","parsed"
"CAN-057","Canon","LBP226DW","057","parsed"
"CAN-057","Canon","223DW","057","parsed"
"CAN-057","Canon","MF443DW","057","parsed"
"KYO-TK3130","Kyocera","Kyocera Mita FS-4200DN","TK 3130","parsed"
"KYO-TK3130","Kyocera","FS-4300DN","TK 3130","parsed"
"KYO-TK3130","Kyocera","Ecosys M3550idn","TK 3130","parsed"
"KYO-TK3130","Kyocera","M3560idn","TK 3130","parsed"
"RIC-SP311","Ricoh","SP 311HE SP 311SFN","SP 311","parsed"
"RIC-SP311","Ricoh","SP 311SFNw","SP 311","parsed"
"RIC-SP311","Ricoh","325","SP 311","parsed"
"KYO-TK4105","Kyocera","TASKalfa 1800","TK 4105","parsed"
"KYO-TK4105","Kyocera","TASKalfa 2200","TK 4105","parsed"
"KYO-TK4105","Kyocera","TASKalfa 1801","TK 4105","parsed"
"KYO-TK4105","Kyocera","TASKalfa 2201","TK 4105","parsed"
"KYO-TK3100","Kyocera","Kyocera Mita FS-2100DN","TK 3100","parsed"
"KYO-TK3100","Kyocera","FS-2100D","TK 3100","parsed"
"KYO-TK3100","Kyocera","ECOSYS M3040dn","TK 3100","parsed"
"KYO-TK3100","Kyocera","ECOSYS M3540dn","TK 3100","parsed"
"KYO-TK1170","Kyocera","ECOSYS M2040dn","TK 1170","parsed"
"KYO-TK1170","Kyocera","M2540dn","TK 1170","parsed"
"KYO-TK1170","Kyocera","M2640idw","TK 1170","parsed"
"RIC-MP301","Ricoh","MP 301SP","MP 301","parsed"
"RIC-MP301","Ricoh","MP 301SPF","MP 301","parsed"
"RIC-MP301","Ricoh","Ricoh MP301SP","MP 301","parsed"
"RIC-MP301","Ricoh","MP301SPF","MP 301","parsed"
"PAN-PC310H","Pantum","P3100DL","PC310H","parsed"
"PAN-PC310H","Pantum","3255DN","PC310H","parsed"
"PAN-PC210H","Pantum","P2200","PC210H","parsed"
"PAN-PC210H","Pantum","P2500","PC210H","parsed"
"PAN-PC210H","Pantum","M6500","PC210H","parsed"
"PAN-PC210H","Pantum","M6600","PC210H","parsed"
"PAN-TL410X","Pantum","P3300","TL410X","parsed"
"PAN-TL410X","Pantum","M7100","TL410X","parsed"
"PAN-TL410X","Pantum","M7200 Series","TL410X","parsed"
"HP-CE255X","HP","P3010","CE255X","parsed"
"HP-CE255X","HP","3015","CE255X","parsed"
"HP-CF259A","HP","M304","CF259A","parsed"
"HP-CF259A","HP","404","CF259A","parsed"
"HP-106A","HP","107A","106A","parsed"
"HP-106A","HP","135A","106A","parsed"
"HP-106A","HP","137A","106A","parsed"
"HP-106X","HP","107A","106X","parsed"
"HP-106X","HP","135A","106X","parsed"
"HP-106X","HP","137A","106X","parsed"
"CAN-052BLACKHIGHCAPACITY","Canon","MF424","052 Black High Capacity","parsed"
"CAN-052BLACKHIGHCAPACITY","Canon","426","052 Black High Capacity","parsed"
"CAN-052BLACKHIGHCAPACITY","Canon","429","052 Black High Capacity","parsed"
"CAN-052BLACKHIGHCAPACITY","Canon","LBP214","052 Black High Capacity","parsed"
"CAN-052BLACKHIGHCAPACITY","Canon","215","052 Black High Capacity","parsed"
"BRO-TN1000","Brother","HL-1210","TN 1000","parsed"
"BRO-TN1000","Brother","DCP-1610","TN 1000","parsed"
"BRO-TN1000","Brother","MFC 1910","TN 1000","parsed"
"BRO-DR1000","Brother","HL-1210","DR 1000","parsed"
"BRO-DR1000","Brother","DCP-1610","DR 1000","parsed"
"BRO-DR1000","Brother","MFC 1910","DR 1000","parsed"
"BRO-TN2355","Brother","HL-L2365","TN 2355","parsed"
"BRO-TN2355","Brother","MFC L2740","TN 2355","parsed"
"BRO-DR2305","Brother","HL-L2365","DR 2305","parsed"
"BRO-DR2305","Brother","MFC L2740","DR 2305","parsed"
"BRO-TN2060","Brother","HL-2130","TN 2060","parsed"
"BRO-TN2060","Brother","DCP-7055","TN 2060","parsed"
"BRO-DR2255","Brother","HL-2130","Generic Brother DR-2255","parsed"
"BRO-DR2255","Brother","2270","Generic Brother DR-2255","parsed"
"BRO-DR2255","Brother","MFC 7360","Generic Brother DR-2255","parsed"
"BRO-DR2255","Brother","7860","Generic Brother DR-2255","parsed"
"BRO-TN2280","Brother","MFC 7360","TN 2280","parsed"
"BRO-TN2280","Brother","MFC 7860","TN 2280","parsed"
"BRO-TN2280","Brother","HL 2270","TN 2280","parsed"
"BRO-TN3467","Brother","HL-L5700","TN 3467","parsed"
"BRO-TN3467","Brother","5900","TN 3467","parsed"
"BRO-TN3185","Brother","HL-5240","Generic Brother TN-3185","parsed"
"BRO-TN3185","Brother","5250","Generic Brother TN-3185","parsed"
"BRO-TN3185","Brother","5270","Generic Brother TN-3185","parsed"
"BRO-TN3185","Brother","MFC8460","Generic Brother TN-3185","parsed"
"BRO-TN3185","Brother","8860","Generic Brother TN-3185","parsed"
"BRO-TN2150","Brother","DCP7030","Generic Brother TN-2150","parsed"
"BRO-TN2150","Brother","MFC7320","Generic Brother TN-2150","parsed"
"BRO-TN2150","Brother","7440","Generic Brother TN-2150","parsed"
"BRO-TN2150","Brother","HL 2140","Generic Brother TN-2150","parsed"
"BRO-TN2150","Brother","2150","Generic Brother TN-2150","parsed"
"BRO-TN3290","Brother","HL-5340","TN 3290","parsed"
"BRO-TN3290","Brother","5350","TN 3290","parsed"
"BRO-TN3290","Brother","5380","TN 3290","parsed"
"BRO-TN3290","Brother","MFC8370","TN 3290","parsed"
"BRO-TN3290","Brother","8380","TN 3290","parsed"
"BRO-TN3350","Brother","DCP8100","Generic Brother TN-3350","parsed"
"BRO-TN3350","Brother","8200 Series","Generic Brother TN-3350","parsed"
"BRO-TN3350","Brother","HL 5400 Series","Generic Brother TN-3350","parsed"
"SAM-MLT111L","Samsung","M2020","MLT 111L","parsed"
"SAM-MLT111L","Samsung","2070","MLT 111L","parsed"
"SAM-MLTD101S","Samsung","ML2160","MLT-D101S","parsed"
"SAM-MLTD101S","Samsung","SCX3405","MLT-D101S","parsed"
"SAM-MLTD104S","Samsung","ML 1660","MLT-D104S","parsed"
"SAM-MLTD104S","Samsung","1670","MLT-D104S","parsed"
"SAM-MLTD104S","Samsung","1860","MLT-D104S","parsed"
"SAM-MLTD104S","Samsung","SCX 3200","MLT-D104S","parsed"
"SAM-MLTD105L","Samsung","ML1910","MLT-D105L","parsed"
"SAM-MLTD105L","Samsung","ML2525","MLT-D105L","parsed"
"SAM-MLTD105L","Samsung","SCX4623","MLT-D105L","parsed"
"SAM-MLTD116L","Samsung","M2675","MLT-D116L","parsed"
"SAM-MLTD116L","Samsung","2825","MLT-D116L","parsed"
"SAM-MLTD116L","Samsung","2875","MLT-D116L","parsed"
"SAM-R116DRUMUNIT","Samsung","M2675","R116 Drum Unit","parsed"
"SAM-R116DRUMUNIT","Samsung","2825","R116 Drum Unit","parsed"
"SAM-R116DRUMUNIT","Samsung","2875","R116 Drum Unit","parsed"
"SAM-MLTD117S","Samsung","SCX 4650","MLT-D117S","parsed"
"SAM-MLTD117S","Samsung","4655","MLT-D117S","parsed"
"SAM-MLTD117S","Samsung","4656","MLT-D117S","parsed"
"SAM-MLT119","Samsung","SCX4521","MLT 119","parsed"
"SAM-MLT119","Samsung","ML1610","MLT 119","parsed"
"SAM-MLT119","Samsung","ML2010","MLT 119","parsed"
"SAM-MLTD203L","Samsung","Pro Express M3320","MLT-D203L","parsed"
"SAM-MLTD203L","Samsung","3370","MLT-D203L","parsed"
"SAM-MLTD203L","Samsung","4020","MLT-D203L","parsed"
"SAM-MLTD203L","Samsung","4070","MLT-D203L","parsed"
"SAM-MLTD205L","Samsung","ML3310","MLT-D205L","parsed"
"SAM-MLTD205L","Samsung","3710","MLT-D205L","parsed"
"SAM-MLTD205L","Samsung","SCX4833","MLT-D205L","parsed"
"SAM-MLTD208L","Samsung","SCX 5835","MLT-D208L","parsed"
"SAM-MLTD208L","Samsung","5635","MLT-D208L","parsed"
"SAM-MLTD209L","Samsung","ML2855","MLT-D209L","parsed"
"SAM-MLTD209L","Samsung","SCX4824","MLT-D209L","parsed"
"SAM-MLTD209L","Samsung","4828","MLT-D209L","parsed"
"HP-CE285A","HP","P1102","CE285A","parsed"
"HP-CE285A","HP","M1212","CE285A","parsed"
"HP-CE285A","HP","1217","CE285A","parsed"
"HP-CE285A","HP","P1005","CE285A","parsed"
"HP-CE285A","HP","1006","CE285A","parsed"
"HP-CE285A","HP","M1120","CE285A","parsed"
"HP-CE285A","HP","1522","CE285A","parsed"
"HP-CF217A","HP","M102","CF217A","parsed"
"HP-CF217A","HP","M130","CF217A","parsed"
"HP-CF226X","HP","M402","CF226X","parsed"
"HP-CF226X","HP","M426","CF226X","parsed"
"HP-CF226A","HP","M402","CF226A","parsed"
"HP-CF226A","HP","M426","CF226A","parsed"
"HP-CF283X","HP","M225","CF283X","parsed"
"HP-CF283A","HP","M127","CF283A","parsed"
"HP-CF283A","HP","M225","CF283A","parsed"
"HP-CF280X","HP","Pro 400 M401","CF280X","parsed"
"HP-CF280X","HP","M425","CF280X","parsed"
"HP-CF280A","HP","Pro 400 M401","CF280A","parsed"
"HP-CF280A","HP","M425","CF280A","parsed"
"HP-CE278A","HP","Pro M1536","CE278A","parsed"
"HP-CE278A","HP","P1566","CE278A","parsed"
"HP-Q2612A","HP","1018","Q2612A","parsed"
"HP-Q2612A","HP","1020","Q2612A","parsed"
"HP-CF230X","HP","M203","CF230X","parsed"
"HP-CF219ADRUMUNIT","HP","M102","CF219A Drum Unit","parsed"
"HP-CF219ADRUMUNIT","HP","M130","CF219A Drum Unit","parsed"
"HP-CF214X","HP","Enterprise 700 M712","CF214X","parsed"
"HP-CF214X","HP","M725","CF214X","parsed"
"HP-CF281A","HP","Enterprise M604","CF281A","parsed"
"HP-CF281A","HP","M605","CF281A","parsed"
"HP-CE505X","HP","P2055","CE505X","parsed"
"HP-CE505A","HP","P2035","CE505A","parsed"
"HP-CE505A","HP","2055","CE505A","parsed"
"HP-CE255A","HP","P3015","CE255A","parsed"
"HP-Q7551A","HP","P3005","Q7551A","parsed"
"HP-Q7551A","HP","M3027","Q7551A","parsed"
"HP-Q7551A","HP","M3035","Q7551A","parsed"
"HP-Q7553X","HP","P2015","Q7553X","parsed"
"HP-Q7553X","HP","M2727","Q7553X","parsed"
"HP-Q7553A","HP","1160","Q7553A","parsed"
"HP-Q7553A","HP","1320","Q7553A","parsed"
"HP-Q7553A","HP","P2014","Q7553A","parsed"
"HP-Q7553A","HP","P2015","Q7553A","parsed"
"HP-Q7553A","HP","M2727","Q7553A","parsed"
"HP-C151324A","HP","1000","C 15/13/24A","parsed"
"HP-C151324A","HP","1200","C 15/13/24A","parsed"
"HP-C151324A","HP","1300","C 15/13/24A","parsed"
"HP-C151324A","HP","1150","C 15/13/24A","parsed"
"HP-C151324A","HP","q2613a","C 15/13/24A","parsed"
"SAM-MLTD109S","Samsung","SCX4300","MLT-D109S","parsed"
"SAM-MLTD108S","Samsung","ML1640","MLT-D108S","parsed"
"SAM-MLTD103L","Samsung","ML2955","MLT-D103L","parsed"
"SAM-MLTD103L","Samsung","SCX4726","MLT-D103L","parsed"
"SAM-MLTD103L","Samsung","4729","MLT-D103L","parsed"
"CAN-728","Canon","MF4410","728","parsed"
"CAN-728","Canon","4430","728","parsed"
"CAN-728","Canon","4450","728","parsed"
"CAN-728","Canon","4730","728","parsed"
"CAN-728","Canon","4750","728","parsed"
"CAN-737","Canon","MF211","737","parsed"
"CAN-737","Canon","212","737","parsed"
"CAN-737","Canon","216","737","parsed"
"CAN-737","Canon","217","737","parsed"
"CAN-737","Canon","237","737","parsed"
"CAN-737","Canon","226","737","parsed"
"CAN-725","Canon","LBP6000","725","parsed"
"CAN-725","Canon","6020","725","parsed"
"CAN-725","Canon","6030","725","parsed"
"CAN-725","Canon","MF3010","725","parsed"
"CAN-726","Canon","MF4410","726","parsed"
"CAN-726","Canon","4412","726","parsed"
"CAN-726","Canon","4420","726","parsed"
"CAN-726","Canon","4450","726","parsed"
"CAN-726","Canon","4550","726","parsed"
"CAN-713","Canon","LBP3250","713","parsed"
"CAN-712","Canon","LBP3010","712","parsed"
"CAN-712","Canon","3100","712","parsed"
"CAN-EP27","Canon","MF3110","EP-27","parsed"
"CAN-EP27","Canon","3220","EP-27","parsed"
"CAN-EP27","Canon","5770","EP-27","parsed"
"CAN-EP27","Canon","LBP3200","EP-27","parsed"
"CAN-703","Canon","LBP2900","703","parsed"
"CAN-703","Canon","3000","703","parsed"
"CAN-FX10","Canon","L95","FX-10","parsed"
"CAN-FX10","Canon","L100","FX-10","parsed"
"CAN-FX10","Canon","L120","FX-10","parsed"
"XER-3117","Xerox","Phaser 3117","Xerox 3117","parsed"
"XER-3117","Xerox","3122","Xerox 3117","parsed"
"XER-3117","Xerox","3124","Xerox 3117","parsed"
"XER-3117","Xerox","3125","Xerox 3117","parsed"
"XER-301030403045","Xerox","Phaser 3010","Xerox 3010/3040/3045","parsed"
"XER-301030403045","Xerox","3040","Xerox 3010/3040/3045","parsed"
"XER-301030403045","Xerox","WorkCentre 3045","Xerox 3010/3040/3045","parsed"
"XER-3100","Xerox","Phaser 3100","Xerox 3100","parsed"
"XER-3140","Xerox","Phaser 3140","Xerox 3140","parsed"
"XER-3140","Xerox","3155","Xerox 3140","parsed"
"XER-3140","Xerox","3160","Xerox 3140","parsed"
"XER-3200","Xerox","Phaser 3200","Xerox 3200","parsed"
"LEX-E250","Lexmark","E250","Lexmark E250","parsed"
"LEX-E260","Lexmark","E260","Lexmark E260","parsed"
"LEX-E120","Lexmark","E120","Lexmark E120","parsed"
"BRO-TN2025","Brother","Fax2820","Generic Brother TN-2025","parsed"
"BRO-TN2025","Brother","2920","Generic Brother TN-2025","parsed"
"BRO-TN2025","Brother","HL2030","Generic Brother TN-2025","parsed"
"BRO-TN2025","Brother","2040","Generic Brother TN-2025","parsed"
"BRO-TN2025","Brother","2070","Generic Brother TN-2025","parsed"
"HP-652A-K","HP","Enterprise M651","652A Black","parsed"
"HP-652A-K","HP","M680","652A Black","parsed"
"CAN-052-K","Canon","MF424","052 Black","parsed"
"CAN-052-K","Canon","426","052 Black","parsed"
"CAN-052-K","Canon","429","052 Black","parsed"
"CAN-052-K","Canon","LBP214","052 Black","parsed"
"CAN-052-K","Canon","215","052 Black","parsed"
"HP-CF543A-M","HP","Pro M254","CF543A Magenta","parsed"
"HP-CF542A-Y","HP","Pro M254","CF542A Yellow","parsed"
"HP-CF541A-C","HP","Pro M254","CF541A Cyan","parsed"
"HP-CF540A-K","HP","Pro M254","CF540A Black","parsed"
"HP-CF533A-M","HP","Pro M154","CF533A Magenta","parsed"
"HP-CF533A-M","HP","M180","CF533A Magenta","parsed"
"HP-CF532A-Y","HP","Pro M154","CF532A Yellow","parsed"
"HP-CF532A-Y","HP","M180","CF532A Yellow","parsed"
"HP-CF531A-C","HP","Pro M154","CF531A Cyan","parsed"
"HP-CF531A-C","HP","M180","CF531A Cyan","parsed"
"HP-CF530A-K","HP","Pro M154","CF530A Black","parsed"
"HP-CF530A-K","HP","M180","CF530A Black","parsed"
"HP-CF413A-M","HP","Pro M452","CF413A Magenta","parsed"
"HP-CF413A-M","HP","M377","CF413A Magenta","parsed"
"HP-CF413A-M","HP","M477","CF413A Magenta","parsed"
"HP-CF412A-Y","HP","Pro M452","CF412A Yellow","parsed"
"HP-CF412A-Y","HP","M377","CF412A Yellow","parsed"
"HP-CF412A-Y","HP","M477","CF412A Yellow","parsed"
"HP-CF411A-C","HP","Pro M452","CF411A Cyan","parsed"
"HP-CF411A-C","HP","M377","CF411A Cyan","parsed"
"HP-CF411A-C","HP","M477","CF411A Cyan","parsed"
"HP-CF410A-K","HP","Pro M452","CF410A Black","parsed"
"HP-CF410A-K","HP","M377","CF410A Black","parsed"
"HP-CF410A-K","HP","M477","CF410A Black","parsed"
"HP-CF403A-M","HP","M252","CF403A Magenta","parsed"
"HP-CF403A-M","HP","M277","CF403A Magenta","parsed"
"HP-CF402A-Y","HP","M252","CF402A Yellow","parsed"
"HP-CF402A-Y","HP","M277","CF402A Yellow","parsed"
"HP-CF401A-C","HP","M252","CF401A Cyan","parsed"
"HP-CF401A-C","HP","M277","CF401A Cyan","parsed"
"HP-CF400A-K","HP","M252","CF400A Black","parsed"
"HP-CF400A-K","HP","M277","CF400A Black","parsed"
"HP-CE253A-M","HP","CP3520","CE253A Magenta","parsed"
"HP-CE253A-M","HP","3525","CE253A Magenta","parsed"
"HP-CE253A-M","HP","3530","CE253A Magenta","parsed"
"HP-CE252A-Y","HP","CP3520","CE252A Yellow","parsed"
"HP-CE252A-Y","HP","3525","CE252A Yellow","parsed"
"HP-CE252A-Y","HP","3530","CE252A Yellow","parsed"
"HP-CE251A-C","HP","CP3520","CE251A Cyan","parsed"
"HP-CE251A-C","HP","3525","CE251A Cyan","parsed"
"HP-CE251A-C","HP","3530","CE251A Cyan","parsed"
"HP-CE250A-K","HP","CP3520","CE250A Black","parsed"
"HP-CE250A-K","HP","3525","CE250A Black","parsed"
"HP-CE250A-K","HP","3530","CE250A Black","parsed"
"HP-CE403A-M","HP","Enterprise 500 M575","CE403A Magenta","parsed"
"HP-CE403A-M","HP","M551","CE403A Magenta","parsed"
"HP-CE402A-Y","HP","Enterprise 500 M575","CE402A Yellow","parsed"
"HP-CE402A-Y","HP","M551","CE402A Yellow","parsed"
"HP-CE401A-C","HP","Enterprise 500 M575","CE401A Cyan","parsed"
"HP-CE401A-C","HP","M551","CE401A Cyan","parsed"
"HP-CE400A-K","HP","Enterprise 500 M575","CE400A Black","parsed"
"HP-CE400A-K","HP","M551","CE400A Black","parsed"
"HP-CF353A-M","HP","Pro M176","CF353A Magenta","parsed"
"HP-CF353A-M","HP","M177","CF353A Magenta","parsed"
"HP-CF352A-Y","HP","Pro M176","CF352A Yellow","parsed"
"HP-CF352A-Y","HP","M177","CF352A Yellow","parsed"
"HP-CF351A-C","HP","Pro M176","CF351A Cyan","parsed"
"HP-CF351A-C","HP","M177","CF351A Cyan","parsed"
"HP-CF350A-K","HP","Pro M176","CF350A Black","parsed"
"HP-CF350A-K","HP","M177","CF350A Black","parsed"
"HP-CE313A-M","HP","Pro 100 M175","CE313A Magenta","parsed"
"HP-CE313A-M","HP","M275","CE313A Magenta","parsed"
"HP-CE313A-M","HP","CP1025","CE313A Magenta","parsed"
"HP-CE312A-Y","HP","Pro 100 M175","CE312A Yellow","parsed"
"HP-CE312A-Y","HP","M275","CE312A Yellow","parsed"
"HP-CE312A-Y","HP","CP1025","CE312A Yellow","parsed"
"HP-CE311A-C","HP","Pro 100 M175","CE311A Cyan","parsed"
"HP-CE311A-C","HP","M275","CE311A Cyan","parsed"
"HP-CE311A-C","HP","CP1025","CE311A Cyan","parsed"
"HP-CE310A-K","HP","Pro 100 M175","CE310A Black","parsed"
"HP-CE310A-K","HP","M275","CE310A Black","parsed"
"HP-CE310A-K","HP","CP1025","CE310A Black","parsed"
"HP-CE413A-M","HP","Pro M351","CE413A Magenta","parsed"
"HP-CE413A-M","HP","375","CE413A Magenta","parsed"
"HP-CE413A-M","HP","451","CE413A Magenta","parsed"
"HP-CE412A-Y","HP","Pro M351","CE412A Yellow","parsed"
"HP-CE412A-Y","HP","375","CE412A Yellow","parsed"
"HP-CE412A-Y","HP","451","CE412A Yellow","parsed"
"HP-CE411A-C","HP","Pro M351","CE411A Cyan","parsed"
"HP-CE411A-C","HP","375","CE411A Cyan","parsed"
"HP-CE411A-C","HP","451","CE411A Cyan","parsed"
"HP-CE410A-K","HP","Pro M351","CE410A Black","parsed"
"HP-CE410A-K","HP","375","CE410A Black","parsed"
"HP-CE410A-K","HP","451","CE410A Black","parsed"
"HP-CC533A-M","HP","CM2025","CC533A Magenta","parsed"
"HP-CC533A-M","HP","CM2320","CC533A Magenta","parsed"
"HP-CC532A-Y","HP","CM2025","CC532A Yellow","parsed"
"HP-CC532A-Y","HP","CM2320","CC532A Yellow","parsed"
"HP-CC531A-C","HP","CM2025","CC531A Cyan","parsed"
"HP-CC531A-C","HP","CM2320","CC531A Cyan","parsed"
"HP-CC530A-K","HP","CM2025","CC530A Black","parsed"
"HP-CC530A-K","HP","CM2320","CC530A Black","parsed"
"HP-CF210X-K","HP","Pro 200 M251","CF210X Black","parsed"
"HP-CF210X-K","HP","M276","CF210X Black","parsed"
"HP-CF213A-M","HP","Pro 200 M251","CF213A Magenta","parsed"
"HP-CF213A-M","HP","M276","CF213A Magenta","parsed"
"HP-CF212A-Y","HP","Pro 200 M251","CF212A Yellow","parsed"
"HP-CF212A-Y","HP","M276","CF212A Yellow","parsed"
"HP-CF211A-C","HP","Pro 200 M251","CF211A Cyan","parsed"
"HP-CF211A-C","HP","M276","CF211A Cyan","parsed"
"HP-CF210A-K","HP","Pro 200 M251","CF210A Black","parsed"
"HP-CF210A-K","HP","M276","CF210A Black","parsed"
"HP-CE323A-M","HP","Pro CP1525","CE323A Magenta","parsed"
"HP-CE323A-M","HP","CM1415","CE323A Magenta","parsed"
"HP-CE322A-Y","HP","Pro CP1525","CE322A Yellow","parsed"
"HP-CE322A-Y","HP","CM1415","CE322A Yellow","parsed"
"HP-CE321A-C","HP","Pro CP1525","CE321A Cyan","parsed"
"HP-CE321A-C","HP","CM1415","CE321A Cyan","parsed"
"HP-CE320A-K","HP","Pro CP1525","CE320A Black","parsed"
"HP-CE320A-K","HP","CM1415","CE320A Black","parsed"
"HP-CB543A-M","HP","CP1215","CB543A Magenta","parsed"
"HP-CB543A-M","HP","1515","CB543A Magenta","parsed"
"HP-CB543A-M","HP","1518","CB543A Magenta","parsed"
"HP-CB543A-M","HP","CM1312","CB543A Magenta","parsed"
"HP-CB542A-Y","HP","CP1215","CB542A Yellow","parsed"
"HP-CB542A-Y","HP","1515","CB542A Yellow","parsed"
"HP-CB542A-Y","HP","1518","CB542A Yellow","parsed"
"HP-CB542A-Y","HP","CM1312","CB542A Yellow","parsed"
"HP-CB541A-C","HP","CP1215","CB541A Cyan","parsed"
"HP-CB541A-C","HP","1515","CB541A Cyan","parsed"
"HP-CB541A-C","HP","1518","CB541A Cyan","parsed"
"HP-CB541A-C","HP","CM1312","CB541A Cyan","parsed"
"HP-CB540A-K","HP","CP1215","CB540A Black","parsed"
"HP-CB540A-K","HP","1515","CB540A Black","parsed"
"HP-CB540A-K","HP","1518","CB540A Black","parsed"
"HP-CB540A-K","HP","CM1312","CB540A Black","parsed"
"CAN-CL446XL-CLR","Canon","MG 2440","CL 446 XL Colour","parsed"
"CAN-CL446XL-CLR","Canon","MX 494","CL 446 XL Colour","parsed"
"CAN-PG445XL-K","Canon","MG 2440","PG 445 XL Black","parsed"
"CAN-PG445XL-K","Canon","MX 494","PG 445 XL Black","parsed"
"CAN-731HIGHYIELD-K","Canon","MF628","731 High Yield Black","parsed"
"CAN-731HIGHYIELD-K","Canon","8280","731 High Yield Black","parsed"
"CAN-731HIGHYIELD-K","Canon","LBP7100","731 High Yield Black","parsed"
"CAN-719-K","Canon","LBP6300","719 Black","parsed"
"CAN-719-K","Canon","MF5840","719 Black","parsed"
"CAN-719-K","Canon","5880","719 Black","parsed"
"BRO-TN261-K","Brother","HL3150","Generic Brother TN261 Black","parsed"
"BRO-TN261-K","Brother","3170","Generic Brother TN261 Black","parsed"
"BRO-TN261-K","Brother","MFC9140","Generic Brother TN261 Black","parsed"
"BRO-TN261-K","Brother","9330","Generic Brother TN261 Black","parsed"
"BRO-LC472XL-K","Brother","CLIENT TO SUPPLY","Generic Brother LC-472 XL","gap"
"BRO-LC472XL-C","Brother","CLIENT TO SUPPLY","Generic Brother LC-472 XL","gap"
"BRO-LC472XL-M","Brother","CLIENT TO SUPPLY","Generic Brother LC-472 XL","gap"
"BRO-LC472XL-Y","Brother","CLIENT TO SUPPLY","Generic Brother LC-472 XL","gap"
"HP-903XL-K","HP","CLIENT TO SUPPLY","HP 903 XL","gap"
"HP-903XL-C","HP","CLIENT TO SUPPLY","HP 903 XL","gap"
